date,startup_name,industry_vertical,sub_vertical,city_location,investors_name,investment_type,amount_cr
25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,Not Specified,Pune,Group of Angel Investors,Seed Funding,2.08 Cr
26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,Not Specified,New Delhi,GHV Accelerator,Seed Funding,0.83 Cr
26/08/2015,Belita,On-Demand Beauty Service,Not Specified,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,3.32 Cr
26/08/2015,EzySolare,solar products and services marketplace,Not Specified,Ahmedabad,Infuse Ventures,Seed Funding,Undisclosed
26/08/2015,FoodTalkIndia,Online Food Community Platform,Not Specified,Gurgaon,Undisclosed Investor,Seed Funding,4.15 Cr
27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,Not Specified,Bangalore,Group of Investors,Seed Funding,Undisclosed
27/08/2015,Eazy Coach,Education Marketplace,Not Specified,Kolkata,Ravi Agarwal,Seed Funding,Undisclosed
27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,Not Specified,New Delhi,Ibibo Group,Private Equity,Undisclosed
28/08/2015,BetterButter.in,online recipe sharing platform,Not Specified,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,Undisclosed
28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Not Specified,Bangalore,Rocket Internet,Private Equity,16.6 Cr
28/08/2015,RollMafia,QSR Restaurant Chain,Not Specified,Pune,Equentia Natural Resources,Seed Funding,1.33 Cr
29/08/2015,iamwire,Digital Media publishing platform,Not Specified,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,Undisclosed
31/08/2015,DropKaffe,Online Coffee Delivery platform,Not Specified,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,2.49 Cr
31/08/2015,Reverie,Language Localization Cloud platform,Not Specified,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,33.2 Cr
31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,Not Specified,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,Undisclosed
01/07/2015,Parcelled,Online Logistics Platform,Not Specified,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,Undisclosed
01/07/2015,Retigence Technologies,Business IT Intelligence Services,Not Specified,Mumbai,Omnivore Partners,Private Equity,Undisclosed
01/07/2015,Cloudcherry Analytics,CRM / Analytics platform,Not Specified,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,8.3 Cr
02/02/2015,HandyHome,Hyperlocal Electronics repair Service,Not Specified,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,5.23 Cr
01/07/2015,iDreamCareer,Ed-Tech Platform,Not Specified,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,Undisclosed
01/07/2015,Ola Cabs,Cab rental Mobile app,Not Specified,Bangalore,Ratan Tata,Private Equity,Undisclosed
01/07/2015,NxtGen,IT infrastructure & Data Center services,Not Specified,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,112.05 Cr
02/07/2015,BankBazaar,Online Financial Services,Not Specified,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,498.0 Cr
02/07/2015,Gozoomo,Used Car Marketplace,Not Specified,Bangalore,SAIF Partners,Private Equity,41.5 Cr
02/07/2015,Zenatix,Internet of Things platform,Not Specified,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,1.34 Cr
03/07/2015,CultureAlley,Language Learning App,Not Specified,Jaipur,Tiger Global,Private Equity,53.95 Cr
03/07/2015,Goqii,Mobile Fitness Marketplace,Not Specified,Mumbai,Vijay Shekhar Sharma,Private Equity,Undisclosed
03/07/2015,Gingercrush,Custom Merchandize platform,Not Specified,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,8.3 Cr
04/07/2015,Elanic,P2P Pre-owned goods marketplace,Not Specified,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,Undisclosed
04/07/2015,Stitchwood,Custom Furniture Marketplace,Not Specified,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,3.28 Cr
05/07/2015,Urban Tailor,Online Tailoring Services,Not Specified,Bangalore,Group of angel investors,Seed Funding,Undisclosed
06/07/2015,ConfirmtTkt,Rail Ticket Confirmation predictor,Not Specified,Bangalore,Pravin Agarwala & others,Seed Funding,Undisclosed
06/07/2015,Paper Boat,Ethnic Beverages manufacturer,Not Specified,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,249.0 Cr
06/07/2015,getNow,Hyperlocal Goods marketplace,Not Specified,Nagpur,Atulya Mittal,Seed Funding,Undisclosed
07/07/2015,Wudstay,Budget Accommodation aggregator,Not Specified,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,24.9 Cr
07/07/2015,Liases Foras,Real Estate Rating & Analysis,Not Specified,New Delhi,DMG information Asia Pacific,Private Equity,41.5 Cr
07/07/2015,Eatlo,Food Delivery platform,Not Specified,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,Undisclosed
07/07/2015,IndiaLends,Financial Tech,Not Specified,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,Undisclosed
08/07/2015,Quinto,Food Discovery App,Not Specified,Pune,Jaydeep Barman,Seed Funding,Undisclosed
08/07/2015,Saavn,Music Streaming App,Not Specified,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,830.0 Cr
08/07/2015,Flytxt,Big Data & Analytics platform,Not Specified,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,91.3 Cr
08/07/2015,Axtria,Big Data & Analytics platform,Not Specified,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,249.0 Cr
08/07/2015,33Coupons,Coupon Aggregator Platform,Not Specified,Kanpur,Not Disclosed,Seed Funding,0.17 Cr
08/07/2015,Ampere,Electric Scooter manufacturer,Not Specified,Coimbatore,Ratan Tata,Seed Funding,Undisclosed
08/07/2015,Hopping Chef,Online Food-Tech Platform,Not Specified,Mumbai,Mirah Hospitality,Seed Funding,3.9 Cr
08/07/2015,Collectabillia,Celebrity Fashion Brand,Not Specified,Bangalore,Accel Partners,Private Equity,62.25 Cr
08/07/2015,Lendingkart,Online Finance lending platform,Not Specified,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,83.0 Cr
08/07/2015,Lybrate,Healthcare Mobile App,Not Specified,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,84.66 Cr
08/07/2015,Zoomcar,Self-driven vehicle rental,Not Specified,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,91.3 Cr
09/07/2015,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,Not Specified,\\xc2\\xa0Noida,\\xc2\\xa0Tiger Global,Private Equity,Undisclosed
09/07/2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,Not Specified,\\xc2\\xa0Bangalore,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,Undisclosed
09/07/2015,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,Not Specified,\\xc2\\xa0Gurgaon,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,Undisclosed
09/07/2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,Not Specified,\\xc2\\xa0New Delhi,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,Undisclosed
02/02/2015,\\xc2\\xa0Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,Not Specified,\\xc2\\xa0New Delhi,\\xc2\\xa0Indian Angel Network,Seed Funding,Undisclosed
10/07/2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,Not Specified,\\xc2\\xa0Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,Undisclosed
10/07/2015,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,Not Specified,\\xc2\\xa0Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,Undisclosed
13/07/2015,\\xc2\\xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,Not Specified,\\xc2\\xa0Gurgaon,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,Undisclosed
13/07/2015,\\xc2\\xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,Not Specified,\\xc2\\xa0New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,Undisclosed
13/07/2015,\\xc2\\xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,Not Specified,\\xc2\\xa0Gurgaon,\\xc2\\xa0Palaash Ventures,Seed Funding,Undisclosed
14/07/2015,MySmartPrice,Online comparison engine,Not Specified,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,83.0 Cr
14/07/2015,Zenify,Residential Rental management platform,Not Specified,Bangalore,Atul Jalan,Seed Funding,Undisclosed
14/07/2015,Boxmyspace,Physical Storage warehouses,Not Specified,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,2.49 Cr
14/07/2015,HackerRank,Tech Recruitment platform,Not Specified,Bangalore,HR Technology fund,Private Equity,62.25 Cr
14/07/2015,WickedRide,Bike Rental Platform,Not Specified,Bangalore,Undisclosed,Seed Funding,6.56 Cr
14/07/2015,WoWexpress,Tech enabled logistics platform,Not Specified,Mumbai,Tamarind Family Private Trust,Seed Funding,4.15 Cr
15/07/2015,Oyo Rooms,Budget Hotel Accommodation,Not Specified,Gurgaon,"Softbank, Sequoia Capital",Private Equity,830.0 Cr
15/07/2015,Mobikon,Restaurant customer engagement platform,Not Specified,Pune,Jungle Ventures,Private Equity,19.09 Cr
15/07/2015,InstaLively.com,Live video streaming app,Not Specified,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,Undisclosed
15/07/2015,Roadrunnr,Hyper local logistics platform,Not Specified,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,91.3 Cr
16/07/2015,Ketto,Crowd Funding Platform,Not Specified,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,5.81 Cr
17/07/2015,QuikWallet,F&B sector Mobile Payment platform,Not Specified,Mumbai,Snow Leopard Technology Ventures,Private Equity,13.28 Cr
17/07/2015,Omnikart,Industrial Supplies B2B ecommerce,Not Specified,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,0.83 Cr
20/07/2015,Zo Rooms,Online budget hotel chain,Not Specified,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,124.5 Cr
20/07/2015,Innoviti,Payment Solutions platform,Not Specified,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,40.26 Cr
21/07/2015,ZenRadius,Online Hiring Platform,Not Specified,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,Undisclosed
21/07/2015,Joy by nature,Organic Food ecommerce,Not Specified,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,8.3 Cr
22/07/2015,Iqlect,Big Data & Analytics platform,Not Specified,Bangalore,Exfinity Venture Partners,Private Equity,16.6 Cr
22/07/2015,deGustibus,Fine Dining Restaurant Chain,Not Specified,Mumbai,India Value Fund Advisors,Private Equity,249.0 Cr
23/07/2015,Nestaway,Luxury Rental Homes,Not Specified,Bangalore,"Flipkart, Tiger Global",Private Equity,105.83 Cr
23/07/2015,Mswipe,Mobile Point of Sale payment solution,Not Specified,Bangalore,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,207.5 Cr
23/07/2015,Myonsto,Online Grocers,Not Specified,Ahmedabad,Jayant Bokadia,Seed Funding,2.66 Cr
23/07/2015,iCrushiFlush,Casual Dating App,Not Specified,Mumbai,IDG Ventures India,Seed Funding,Undisclosed
23/07/2015,MedGenome,Clinical Genomics Provider,Not Specified,Bangalore,Sequoia Capital,Private Equity,166.0 Cr
23/07/2015,HolidayIQ,Travel information portal,Not Specified,Bangalore,MakeMyTrip,Private Equity,124.5 Cr
23/07/2015,Fitternity,Fitness Marketplace,Not Specified,Mumbai,Exfinity Venture Partners,Private Equity,8.3 Cr
23/07/2015,Quikr,Online & Mobile classified listings,Not Specified,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,498.0 Cr
23/07/2015,JetSetGo,Private Jet/ Helicopter Marketplace,Not Specified,New Delhi,YourWeCan Ventures,Seed Funding,Undisclosed
24/07/2015,BroEx,Real Estate Broker network App,Not Specified,Gurgaon,Lightspeed India,Private Equity,8.3 Cr
25/07/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,Not Specified,New Delhi,Indian Angel Network,Seed Funding,Undisclosed
25/07/2015,CredR,Used Bikes Marketplace,Not Specified,Mumbai,Fidelity Growth Partners,Private Equity,124.5 Cr
27/07/2015,ManageMySpa,Spa & Salon Management Software,Not Specified,Hyderabad,Accel Partners,Private Equity,49.8 Cr
27/07/2015,Townrush,B2B logistics delivery platform,Not Specified,Bangalore,Lightspeed Venture Partners,Seed Funding,Undisclosed
27/07/2015,Locus,Logistics Automation Platform,Not Specified,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,Undisclosed
27/07/2015,Bevy,Online Hiring Platform,Not Specified,Bangalore,Varun Agarwal & Others,Seed Funding,Undisclosed
28/07/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Not Specified,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,830.0 Cr
28/07/2015,Flipkart.com,Online Marketplace,Not Specified,Bangalore,Steadview Capital and existing investors,Private Equity,5810.0 Cr
28/07/2015,Opinio,Hyperlocal food & grocery store,Not Specified,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,10.79 Cr
28/07/2015,Zoctr,Health-Tech platform,Not Specified,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,8.3 Cr
29/07/2015,Zimmber,Hyperlocal Handyman Services,Not Specified,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,16.6 Cr
29/07/2015,trueHb,Medical Tech Instruments,Not Specified,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,19.92 Cr
29/07/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,Not Specified,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,415.0 Cr
29/07/2015,Swajal,Innovative Water Solutions,Not Specified,Gurgaon,Abhishek Gupta,Private Equity,9.96 Cr
30/07/2015,Pipa Bella,Online Jewelry Store,Not Specified,Mumbai,LionRock Capital,Private Equity,4.98 Cr
30/07/2015,Pragmatix,Business intelligence & Analytics,Not Specified,Mumbai,SIDBI Venture Capital Ltd,Private Equity,19.92 Cr
30/07/2015,Droom.in,Used Vehicle Marketplace,Not Specified,New Delhi,"Lightbox Ventures, Beenos",Private Equity,132.8 Cr
30/07/2015,MadRat Games,Educational Board Games,Not Specified,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,1.39 Cr
30/07/2015,Noodle Play,Chinese food delivery,Not Specified,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,1.39 Cr
30/07/2015,Wassup,On-Demand Laundry & Dry cleaning App,Not Specified,Chennai,B S Nagesh,Private Equity,Undisclosed
30/07/2015,Cartisan,On-Demand Car services App,Not Specified,Bangalore,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,Undisclosed
31/07/2015,LazyLad,Hyperlocal Grocery App,Not Specified,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,4.15 Cr
